"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"PriMan: a privacy-preserving identity framework","https://scispace.com/paper/priman-a-privacy-preserving-identity-framework-1s85xfiyl6","2010","Book Chapter","","Kristof Verslype
Pieter Verhaeghe
Jorn Lapon
Vincent Naessens
Bart De Decker","10.1007/978-3-642-13739-6_24","https://scispace.com/pdf/priman-a-privacy-preserving-identity-framework-1s85xfiyl6.pdf","PriMan is presented; privacy-preserving user-centric identity management middleware which defines and groups the required functionality. It offers the application developer a uniform technology-agnostic interface to use and combine different types of privacy enhancing technologies. Moreover, the PriMan framework defines all the components and their functionality required to raise the development of privacy enhanced client-server applications to a higher level.","underlying credential handler is used. General Architecture: Each provider consists of a set of concrete handlers (e.g. Credential.X509 and Connection.Tor). For each implementation, the provider maintains some bookkeeping information (names, properties, versions, ...) Generic Credential Representation:
 The central concept in the framework are credentials. Therefore, this section presents a uniform, technology agnostic representation of credentials and related objects, which facilitates switching to other technologies. Credential technologies with heavily differing approaches such as passwords, X.509 certificates and Idemix credentials fit in the representation. Different object types are defined. Credential template. It describes everything credentials of a certain category have in common (e.g. Belgian driving licenses with the same issuer public key): 1) technology specific security parameters such as key lengths; 2) control settings defining the credential's validity and usage rights such allowance to sign, the show limit, validity period and credential verification info; 3) the issuer data and 4) an attribute specification which specifies mainly the label and type of each of the attributes. Credential.:
 A credential consists of 1) a credential template, 2) credential values; i.e. credential's attribute values and the validity start date, 3) a credential trace containing all the information disclosed each time the credential is used (e.g. serial number and public key), and 4) (references to) credential secrets required to use the credential. Credentials never leave the framework. Credential secrets and values are sensitive data and the latter can only be exported by a framework protocol. Credential.:
 Show specification. This describes the properties to disclose or that were disclosed when a credential is/was used to sign, verify or issue a credential. Credential.:
 Disclosure. This contains the show specification and the involved objects required to either prove or verify the properties described in the show specification. Multiple credentials, commitments and verifiable encryptions and a pseudonym can be involved. In addition, deanonymization specifications can be added to specify the deanonymizers and deanonymization conditions (typically abuse). When a prover sends a disclosure to the verifier, information such as secrets and attribute values are removed from the contained objects, such that the received disclosure can only be used for verifications. Credential.:
 Entity. An entity represents a person or organisation and consists of a verifiable disclosure together with a proof (authentication or signature) of this disclosed information. Entities are useful to keep track of the information known to or about others. It allows to verify certification chains, which consist of entities. Credential.:
 Transcript. This is a framework protocol return value which contains all exchanged data and data required to rerun the protocol such as connection id or an entity representing the prover in case of an authentication verification. Transcripts are profile manager input. Credential.:
 The control settings in the templates allow for multiple issue keypairs in one credential and, hence, allow for issuing new credentials of different types with one existing credential; for instance, issuance of Idemix and UProve credentials with an X.509 credential. Similarly, multiple verifiable encryption keypairs can be included. Credential.:
 If the properties in the show specification are proven, the verifier knows in addition the credential trace. Hence, the less information in the credential trace, the better (which is technology dependent). This can be checked by the prover in advance."
"Formalizing Train Control Language:Automating Analysis Of Train Stations","https://scispace.com/paper/formalizing-train-control-language-automating-analysis-of-28662d2xga","2010","Proceedings Article","WIT Transactions on the Built Environment","Andreas Svendsen
Birger Møller-Pedersen
Øystein Haugen
Jan Endresen
Erik Carlson","10.2495/CR100241","https://scispace.com/pdf/formalizing-train-control-language-automating-analysis-of-28662d2xga.pdf","The Train Control Language (TCL) is a domain-specific language that allows automation of the production of interlocking source code. From a graphical editor a model of a train station is created. This model can then be transformed to other representations, e.g. an interlocking table and functional blocks, keeping the representations internally consistent. Formal methods are mathematical techniques for precisely expressing a system, contributing to the reliability and robustness of the system through analysis. Traditionally, applying formal methods involves a high cost. This paper presents a formalization of TCL, including its behavior expressed in the constraint solving language Alloy. We show how analysis of station models can be performed automatically. Analysis, such as simulation of a station, searching for dangerous train movements and deadlocks, is used to illustrate the approach.","it can be used for controlling the station. Notice that for TCL to be put into full production, a formal verification of the language and code generators is needed, to formally confirm that it complies with the same safety standards as the current development process. Train control language:
 We will, however, see how analysis can be performed on the TCL models automatically by translating the models into models of the constrain-solving language Alloy. Since the train domain has to follow high safety standards, this will not eliminate the time-consuming process of reviewing and testing the station products. However, by performing analysis on model level early in the development phase, both design and implementation errors can be discovered early and thus reducing cost. Alloy:
 Formal verification and validation involves expressing a system (e.g. a train station) precisely through mathematical terms and proving the correctness of the system. Formal methods have traditionally provided accurate analysis of systems at a high cost. Extensive knowledge of mathematical techniques, with their complex notations and theorem proving raises the threshold for performing analysis. Alloy:
 Alloy is a lightweight declarative constraint-solving language for relational calculus . Through the Alloy Analyzer automatic and incremental analysis can be performed without the need for proving theorems or handling complex mathematical notation. Unlike traditional theorem proving, the Alloy Analyzer only offers analysis within a given scope, which is the number of instantiated elements of each type. The small scope hypothesis ensures that such analysis is sufficient, since if a solution exists, it will be within a scope of small size . Alloy:
 An Alloy model typically consists of signatures (types), fields (references to signatures), facts (global constraints), predicates (parameterized constraints) and assertions (claims). A type hierarchy is modeled by letting a signature extend another signature. A fact consists of constraints that must always hold. A predicate consists of constraints that must hold if the predicate is processed, and can therefore be used to represent operations. An assertion consists of constraints that is claimed to hold. As an example, Figure  shows a signature of a train route corresponding to train route in the TCL metamodel (Figure ). In the search for a solution, the Alloy Analyzer populates the signatures with elements up to the given scope where all the facts are satisfied. Two kinds of analysis can be performed: Finding a model instance satisfying a predicate or finding a model, which represents a counterexample to an assertion. If an analysis does not find a solution or counterexample, there may not be any solution or counterexample within the selected scope, or the constraints (facts/predicates) may over-constrain the model. Thus, the constraints can be adjusted and the Alloy model can be built stepwise based on the feedback from the Alloy Analyzer. Alloy:
 The Alloy Analyzer requires the maximum number of each type of element (scope) to be specified, and it guarantees that if a solution or counterexample exists within the scope, the analysis will find it. This process does not require any test cases, since it checks a property for all possible solutions within the scope. The space of cases examined by the analysis is usually huge (billions of cases) . Formalizing TCL:
 For the formalization of TCL we follow the approach by Kelsen and Ma . They illustrate how to use Alloy to formalize modeling languages and compare it to traditional formalization techniques. As they point out, the Alloy approach offers a uniform notation and automatic analyzability using the Alloy Analyzer."
"Validation of a Security Metamodel for the Development of Cloud Applications.","https://scispace.com/paper/validation-of-a-security-metamodel-for-the-development-of-8sb5ztwg4x","2014","","","Marcos Arjona
Carolina Dania
Marina Egea
Antonio Maña","","https://scispace.com/pdf/validation-of-a-security-metamodel-for-the-development-of-8sb5ztwg4x.pdf","Development of secure cloud applications requires a supportive approach that should also enable software assessment and certification by different mechanisms. These can assure by independent means that the required security is present. In this paper we present a Core Security Metamodel (CSM) that is the director of a security engineering process that also addresses security certification for cloud applications. To drive these activities with enough precision, the CSM is constrained with OCL rules that control the creation of instances of the metamodel. Due to their relevance for the security engineering process, we decided to formally check their consistency leveraging on our previous mapping from OCL to First Order Logic. We found that CVC4 returned sat in less than 30 seconds when we run it in finite model finder mode. Also, it automatically provided a valid CSM structural instance. Instances so obtained with CVC4 can be tuned to serve as input of the engineering process of secure cloud applications. Their automatic generation reduces the time and effort spent in the engineering process, reinforcing its supportive and practical side.","section 5 we report on the CVC4-based validation and instance generation. In section 6 we illustrate how instances can be enhanced to drive subsequent steps of the engineering process. Finally, in Section 7 we present conclusions and directions for future work. Related work:
 In the software engineering arena there are a number of ready-to-use tools supporting OCL. Possibly the best starting point to get introduced to a variety of them is the OCL Portal.  Most of the tools that it contains (∼ 11) are OCL parsers or evaluators. Also, there are 3 static verification tools, one code generator and one OCL transformation tool. For this related work, we focus in the OCL automatic verification or validation tools that could help us as alternative or complementary formal analysis means to the ones that we have already applied to CSM helped by Z3  and CVC4 . Recently published, the systematic review  deeply reports on 18 research lines on static verification of UML-like structural diagrams. Taking these research results as the starting point, we decided to focus here only on those for which the tool associated is ready to download or use from a website and supports automatic analysis for a significant subset of OCL. We consider these criteria as essential criteria for analysis tools to be actually of use in real development processes. Related work:
 Alternative tools to CVC4 for our goal could be, in principle, the ones reported next. UMLtoCSP  and EMFtoCSP  both provide bounded automatic verification of UML (resp. EMF) models annotated with OCL constraints. The users must limit the search space by explicitly indicating the number of objects in each class, the number of links of each association and the possible values of each attribute. When the tool cannot find a satisfying instance within the specified search space, this does not mean that the property does not hold, because it can still hold for instances outside that search space (and the user may try to verify the property with wider intervals). In the same vein, the tool UML2Alloy  performs bounded verification in relational logic. Also, the extension of USE tool with relational logic for satisfiability checking . From this tool we much appreciate as an usability advantage the facility of graphical display of the instances found as object diagrams. Finally, similar analysis can be performed using propositional logic , but we could not find the BV-SAT available from a web page, although it is reported as an automatic tool in . Yet, there is a major advantage in our approach thanks to our mapping , the use we make of SMT solvers supports the OCL 4-valued logic, which is not supported by none of the tools described before. Related work:
 Although they do not perform fully automatic analysis, we consider complementary tools interactive theorem provers like, e.g. HOL-OCL  or the Key tool . The fact that they are not fully automatic impact their use that requires too high mathematical background, precluding them from standard software development practice. As a final remark, we note that HOL-OCL supports the 4-valued logic of OCL."
"Cip - catalogação na publicação","https://scispace.com/paper/cip-catalogacao-na-publicacao-30c2wav24q","2000","","","Rudy Hamilton
Hamilton Höltz
Carlos Eduardo","","https://scispace.com/pdf/cip-catalogacao-na-publicacao-30c2wav24q.pdf","","feitas em determinado idioma, inglês, por exemplo. Infelizmente, este tipo de formalismo também não é efetivo. Descrições em linguagem natural são passíveis de interpretações ambíguas. Verificação de Consistência:
 Para suprir esta deficiência descritiva dos diagramas, a UML propõe que se descrevam as restrições usando a linguagem OCL -Object Constraint Language, . Verificação de Consistência:
 OCL é uma linguagem que tem sua origem no método Syntropy de Cook e Daniels ]. Dispensa detalhes de implementação, pois é uma linguagem de modelagem. Sua funcionalidade está em descrever expressões atômicas sobre classes, relacionamentos, descrever pré e pós-condições relacionadas com a existência dos métodos, descrições de condições de guarda e outras mais. Verificação de Consistência:
 A OCL, por ser uma linguagem semiformal, tem a vantagem de não agregar a complexidade dos métodos formais nas suas descrições. Conseqüentemente, a leitura e a compressão das restrições, descrita pela mesma, é facilitada. Isto contribui para a legibilidade do modelo. Verificação de Consistência:
 Entretanto, o fato de ser uma linguagem semiformal passa a não ser vantajoso nas descrições de sistema altamente críticos. Ou seja, sistemas onde falhas podem levar a grandes perdas financeiras ou até mesmo pôr em risco vidas humanas. Esta desvantagem, segundo , está diretamente relacionada com o fato da OCL apresentar carências de mecanismos que possibilitem: Verificação de Consistência:
 • Uma maior precisão nas descrições. Verificação de Consistência:
 • A verificação formal das propriedades dos modelos da fase de análise. Verificação de Consistência:
 • A verificação, quanto à isenção de erros, das descrições na fase de projeto, não sendo possível fazê-las através da OCL. Verificação de Consistência:
 Pesquisas realizadas pelo Precise UML Group (pUML), como as publicadas em [EVA 99a,b,c], ] e [BRU 99], propõem a transferência dos benefícios das linguagens de descrição formal, como Z e Spectrum [EVA 99], para a UML. Estes estudos apontam os benefícios dos formalismos matemáticos, tais como: tornar precisa a interpretação dos modelos; verificação de consistência e a solução do problema da ambigüidade. Em contrapartida, os formalismos matemáticos também têm desvantagens: o seu uso exige uma boa base matemática por parte do desenvolvedor; não tem treinamento difundido; sua aplicação é complexa e a legibilidade e compreensão dos modelos ficam comprometidas, principalmente, por parte dos componentes da equipe com menos conhecimento. A complexidade deste tipo de formalismo o torna propenso a erros."
"The KeY System: Integrating Object-Oriented Design and Formal Methods","https://scispace.com/paper/the-key-system-integrating-object-oriented-design-and-formal-tqjy6hnutp","2002","Book Chapter","Fundamental Approaches to Software Engineering","Wolfgang Ahrendt
Thomas Baar
Bernhard Beckert
Martin Giese
Elmar Habermalz
Reiner Hähnle
Wolfram Menzel
Wojciech Mostowski
Peter H. Schmitt","10.1007/3-540-45923-5_23","https://scispace.com/pdf/the-key-system-integrating-object-oriented-design-and-formal-tqjy6hnutp.pdf","This paper gives a brief description of the KeY system, a tool written as part of the ongoing KeY project, which is aimed at bridging the gap between (a) OO software engineering methods and tools and (b) deductive verification. The KeY system consists of a commercial CASE tool enhanced with functionality for formal specification and deductive verification.","-Formal verification is based on an axiomatic semantics of Java. More precisely, we confine ourselves to the subset of Java known as Java Card. -Through direct contacts with software companies we check the soundness of our approach for real world applications. The System:
 The overall structure of the KeY system is illustrated in Fig. . We extend the UML/Java-based CASE tool TogetherCC by adding features to support the annotation of UML diagrams with OCL constraints. A Verification Component is responsible for generating formulae in dynamic logic  that express properties of the specification or the relation between specification and implementation. The System:
 Finally, the Deduction Component can be used to prove or disprove these formulae. Specification Services:
 Support for authoring formal specifications is an important part of the KeY project, not only because it is the basis for any ensuing verification, but also because many problems in software development can be avoided with a precise specification, even without doing a formal verification. The KeY system supports the annotation of UML diagrams by constraints written in the OCL language. These can be used to express pre-and postconditions of methods as well as invariants of classes. The specification of OCL constraints is fully integrated into the TogetherCC user interface. Specification Services:
 As certain types of constraints tend to recur in many applications, we implemented a mechanism, based on TogetherCC's pattern instantiation, to automatically generate OCL constraints for common situations. For instance, an OCL expression stating that a method adds its argument to a set of associated objects may be generated automatically. Another example would be a non-cyclicity constraint added to a composite pattern when it is instantiated. Specification Services:
 On demand, the system gathers OCL constraints, parses them and performs type checking with respect to the UML diagram. It is typical of the KeY approach that syntactic correctness of constraints is not necessarily enforced, permitting the user to start with semi-formal specifications and refining them when needed. Specification Services:
 Future development will include scanning OCL constraints for certain common mistakes, implausibilities and inconsistencies . We are also planning to support an authoring tool for formal and informal specification in OCL and natural language . Deduction Services:
 After OCL constraints have been checked syntactically, the user can trigger the generation of proof obligations. These either capture relationships between the OCL constraints of the diagram, e.g. that the invariant of some class is implied by the invariant of one of its subclasses, or they assert relationships between the OCL constraints and the implementation, e.g. that a method makes its postcondition true. Again, note that the generation of proof obligations is only done on demand to let the user benefit from the specification services of the system even when verification is not desired. Deduction Services:
 The Verification Component generates proof conditions by transforming the information from the UML diagrams, the OCL constraints and the implementation provided by the user into formulae of JavaDL, a dynamic logic for Java . Details of the transformation are covered in ."
"Constraining Credential Usage in Logic-Based Access Control","https://scispace.com/paper/constraining-credential-usage-in-logic-based-access-control-24alu4wg2q","2010","Proceedings Article","IEEE Computer Security Foundations Symposium","Lujo Bauer
Limin Jia
Divya Sharma","10.1109/CSF.2010.18","https://scispace.com/pdf/constraining-credential-usage-in-logic-based-access-control-24alu4wg2q.pdf","Authorization logics allow concise specification of flexible access-control policies, and are the basis for logic-based access-control systems. In such systems, resource owners issue credentials to specify policies, and the consequences of these policies are derived using logical inference rules. Proofs in authorization logics can serve as capabilities for gaining access to resources. Because a proof is derived from a set of credentials possibly issued by different parties, the issuer of a specific credential may not be aware of all the proofs that her credential may make possible. From this credential issuer’s standpoint, the policy expressed in her credential may thus have unexpected consequences. To solve this general problem, we propose a system in which credentials can specify constraints on how they are to be used. We show how to modularly extend wellstudied authorization logics to support the specification and enforcement of such constraints. A novelty of our design is that we allow the constraints to be arbitrary well-behaved functions over authorization proofs. Since all the information about an access is contained in the proofs, this makes it possible to express many interesting constraints. We study the formal properties of such a system, and give examples of constraints.","to keep as unrestricted as possible so as to not limit their expressiveness. Hence, we would like to allow constraints to be specified in a general language that permits them to define functions or relations useful for describing the properties that they want to ensure hold. V. A PROOF-CARRYING-AUTHORIZATION IMPLEMENTATION:
 In light of this, there is a significant difference between verifying the validity of authorization proofs and proofs of constraint compliance. Authorization proofs are verified with respect to an agreed-upon definition of an authorization logic, whereas constraint compliance proofs are verified with respect to the functions or relations that comprise the constraint. When a complete proof, which contains both an authorization proof and one or more constraint compliance proofs, is being verified by a reference monitor, the reference monitor will have to ensure that the definitions of the constraints do not interfere with the definition of the authorization logic, e.g., by including in the definition of the constraint new inference rules that modify the semantics of the authorization logic. This kind of separation between the authorization logic and the constraint definitions can be ac-complished in several ways, including alpha-renaming each constraint definition and its associated proofs or processing the authorization proof and each constraint definition and proof in independent proof-checking environments. V. A PROOF-CARRYING-AUTHORIZATION IMPLEMENTATION:
 We pursue the latter strategy. We encode our authorization logic and proofs, and constraints and constraint-compliance proofs in LF . To verify the validity of a proof of access, we use a modified LF type checker which maintains independent environments for processing authorization proofs and proofs of constraint compliance. Our previous investigation of using such modular LF type checkers has found that they are straightforward to design and introduce only minimal overhead into the proof-checking process . VI. DISCUSSION AND FUTURE WORK:
 In this section we discuss several issues raised by or relevant to our framework for specifying constraints. VI. DISCUSSION AND FUTURE WORK:
 Tracing hypothesis in the contexts: In many of our examples, the constraints trace the decomposition of hypotheses in the context. For instance, in the usage-constraint example, we would like to determine if Alice sign F has contributed to the final proof. If rule signL is used on this particular credential, and F is useful in proving the final goal of the subproof, then Alice sign F is useful. However, there could be multiple instances of F in the context, and ideally we would like to track the usage of the specific one that comes from Alice sign F . To do so, we need to attach unique labels to formulas in the context. We give F a label, and check whether the F with that label is used in the subproofs. In our prototype LF encoding, we omit the labeling of hypotheses. As a consequence, our constraints are not as precise as one would like. We plan to improve our encoding in future work. VI. DISCUSSION AND FUTURE WORK:
 Constraints vs more precise authorization policies: Our approach to specifying constraints is sufficiently expressive that parts of policies that would normally be encoded as formulas in the authorization logic could instead be encoded as constraints. For example, suppose Alice wishes to delegate to Bob the authority to access her computer, but only if Charlie consents to this. The condition requiring Charlie's consent could be expressed as a constraint C, Alice sign (Bob says MayAccess(X) C → MayAccess(X))"
"An Ontology for IT Services","https://scispace.com/paper/an-ontology-for-it-services-3lwf3r586q","2008","","","Jorge Manuel da Silva Carneiro Praça Freitas
Anacleto Correia
Fernando Brito e Abreu","","https://scispace.com/pdf/an-ontology-for-it-services-3lwf3r586q.pdf","The survey of related work on ontological studies in the IT services domain, allowed us to identify some serious limitations on the current state-of-the-art across a set of six maturity dimensions. To mitigate that shortcoming this paper proposes a formal ontology for IT services. To grant preciseness to this ontology we have expressed well-formedness rules with the OCL constraint language. The proposed ontology is then instantiated to illustrate its validity in addressing realistic examples.","integration; Conclusions and future work: (ii) defines services and SLAs precisely with the help of the OCL constraint language; Conclusions and future work: (iii) is validated by the instantiation of an example that clarifies ontology semantics; Conclusions and future work:
 (iv) covers most parts of the services lifecycle, from their inception to their deployment; (v) allows the formal definition of service compliance verification, also by using OCL. Conclusions and future work:
 We are currently addressing the issues of integration of services in enterprise architectures in the line of the work of other proposals such as . We also intend to instantiate the ontology with real-world SLA contracts and observations of indicators describing service characteristics, to assess large-scale service compliance."
"A logic of graph constraints","https://scispace.com/paper/a-logic-of-graph-constraints-3ykqciwb6c","2008","Book Chapter","Fundamental Approaches to Software Engineering","Fernando Orejas
Hartmut Ehrig
Ulrike Prange","10.1007/978-3-540-78743-3_14","https://scispace.com/pdf/a-logic-of-graph-constraints-3ykqciwb6c.pdf","Graph constraints were introduced in the area of graph transformation, in connection with the notion of (negative) application conditions, as a form to limit the applicability of transformation rules. However, we believe that graph constraints may also play a significant role in the area of visual software modelling or in the specification and verification of semi-structured documents or websites (i.e. HTML or XML sets of documents). In this sense, after some discussion on these application areas, we concentrate on the problem of how to prove the consistency of specifications based on this kind of constraints. In particular, we present proof rules for three classes of (increasingly more powerful) graph constraints and show that our proof rules are sound and (refutationally) complete for each class.","complete method to prove consequences of our specifications. In particular, if we want to check if a given property is a consequence of a specification then it is enough to see if the given specification, together with the negation of the property, is inconsistent. Introduction:
 It must also be noted that the results that we present are quite more general than what they actually may seem. Following recent work on algebraic graph transformation (see, e.g., cite ), our results apply not only to plain graphs, but generalize to a large class of structures including typed and attributed graphs (we discuss this issue in more detail in the conclusion). In particular, instead of a logic of graph constraints we could speak of a logic of pattern constraints, since our results would also apply to reasoning about constraints based on other kinds of patterns, like XML patterns. In this sense, we consider that the work that we present in this paper provides the basis for defining the logical foundations of Schematron, and for extending it with more powerful constraints and with deduction capabilities. In particular, the XML patterns that are used in Schematron can be seen just as the textual representation (or, rather, the XML representation) of a subclass of the graph constraints that we consider. In particular, our work could be used to provide deductive capabilities to analyze the consistency of Schematron specifications. Introduction:
 The work that we present is not the first logic to reason about graphs. In particular, with different aims, Courcelle in a series of papers has studied in detail the use of monadic second-order logic (MSOL) to express graph properties (for a survey, see ). That logic is quite more powerful than the one that we study in this paper. For instance, we cannot express global properties about graphs (e.g that a graph is connected), but using MSOL we can. Actually, we think that MSOL is too powerful for the kind of applications that we have in mind. On the other hand, in  Courcelle's logic is extended with temporal operators. In this case, the intention is to present a logic that can be used for the verification of graph transformation systems. Again, this logic goes far beyond our aims. Introduction:
 The paper is organized as follows. In the following section we present the kind of graph constraints that we consider in this paper and present a small example to motivate their use in connection with visual modelling or website specification. This example will be used as a running example in the rest of the paper. The following section is the core of the paper. It presents inference rules for three classes of graph constraints with increasing expressive power, showing, for all cases, their soundness and completeness. Finally, in the conclusion we discuss several issues concerning the results that we present, in particular, their generality and different issues concerning the possible implementation of a deductive tool."
"A Feasibility Study on Using Classifying Terms in Alloy.","https://scispace.com/paper/a-feasibility-study-on-using-classifying-terms-in-alloy-2kkytyh373","2019","","","Robert Clarisó
Martin Gogolla","","https://scispace.com/pdf/a-feasibility-study-on-using-classifying-terms-in-alloy-2kkytyh373.pdf","To perform the analysis of a structural model of a software system (like a class diagram), it is often necessary to compute sample valid instantiations (like object diagrams), for example, for testing purposes. Classifying terms (CTs) provide a technique for improving diversity in the instantiation generation process. CTs have been proposed and studied in the context of UML class diagrams annotated with OCL invariants. Nevertheless, they can also be employed in other declarative specification languages. This paper explores the feasibility of using CTs in the context of Alloy. The discussion considers both the Alloy notation and the integration with the Alloy Analyzer.","UML and OCL. Section 4 describes how to apply classifying terms in Alloy. After that, Sect. 5 presents related work on diversity in Alloy. Finally, Sect. 6 concludes the paper and discusses future lines of work. UML and OCL model:
 As a running example, we will use a simple UML class diagram describing the relationship between parents and children in a family tree. This class diagram is presented in Fig. , depicted utilizing the USE modeling environment. UML and OCL model:
 This class diagram focuses around a single class (Person), that stores the first name (fName), last name (lName) and year of birth (yearB) of a person in a family. A relationship (Parenthood) links parents and their offspring, with each person having at most two parents and an unlimited number of children. Moreover, this model also includes integrity constraints describing three wellformedness rules that families in this model should fulfill: the combination of first and last name should be unique (nameUnique); a person cannot be her or his own ancestor (acyclicParenthood); and all parents should be at least 15 years older than their children (parentOlderChild). These integrity constraints can be described as invariants in OCL as follows: For applying classifying terms in that model, the mentioned model elements are enough. For explaining the CT approach in USE and for comparing it with Alloy, the class diagram also includes another class (CTDashboard), several query operations (w2cOP, w2pOP, wGpOP) and an invariant (attributes_EQ_operations). These elements will be used to illustrate classifying terms and they will be discussed in Section 3. Alloy model:
 The running example can also be described using the Alloy textual notation. In Alloy, the notion of ""class"" is described as a signature (sig). Signatures may have fields of a given type, either a basic type like String or Int, a set or a relation. Well-formedness constraints that should always hold are called facts (fact). The proposed encoding adds all attributes and association ends as fields of signature Person. Notice that two constraints that were implicit in the UML notation must be stated explicitly: the multiplicity of the association end parent and the fact that the association end parent is the inverse of association end child. Besides this description of the structure of the class diagram, the original OCL invariants can also be encoded in Alloy using additional fact constraints: Alloy model:
 There are many potential ways to model our running UML and OCL example. In this paper, we will consider the encoding presented in this Section to illustrate the proposed approach. such a way that instantiations with different values for the CT expressions will be diverse. That is, they have a characteristic structure or exhibit distinct properties that are considered significant from the point of view of the domain. Such classifying terms are proposed by the designer using domain knowledge."
"An algebraic semantics for MOF","https://scispace.com/paper/an-algebraic-semantics-for-mof-2plb9bwpfn","2010","Journal Article","Formal Aspects of Computing","Artur Boronat
José Meseguer","10.1007/S00165-009-0140-9","https://scispace.com/pdf/an-algebraic-semantics-for-mof-2plb9bwpfn.pdf","In model-driven development, software artifacts are represented as models in order to improve productivity, quality, and cost effectiveness. In this area, the meta-object facility (MOF) standard plays a crucial role as a generic framework within which a wide range of modeling languages can be defined. The MOF standard aims at offering a good basis for model-driven development, providing some of the building concepts that are needed: what is a model, what is a metamodel, what is reflection in the MOF framework, and so on. However, most of these concepts are not yet fully formally defined in the current MOF standard. In this paper we define a reflective, algebraic, executable framework for precise metamodeling based on membership equational logic (mel) that supports the MOF standard. Our framework provides a formal semantics of the following notions: metamodel, model, and conformance of a model to its metamodel. Furthermore, by using the Maude language, which directly supports mel specifications, this formal semantics is executable. This executable semantics has been integrated within the Eclipse modeling framework as a plugin tool called MOMENT2. In this way, formal analyses, such as semantic consistency checks, model checking of invariants and LTL model checking, become available within Eclipse to provide formal support for model-driven development processes.","the MOF standard. A mapping of this kind has been successfully implemented in modeling environments such as the Eclipse Modeling Framework. By contrast, our A function gives us an executable formal specification of the algebraic semantics of any EMOF metamodel M . Related Work:
 Although EMOF metamodels can be viewed as simplified UML class diagrams, formal approaches for metamodeling need a reflective mechanism, such as A in our approach, to provide the semantics of modeling languages. This mechanism is not needed in UML, where the modeling language is fixed. We focus on several approaches for metamodeling that rely on different formalisms. The Meta-Modeling Language is a meta-circular language based on the MML calculus , which provides an operational semantics for both UML modeling constructs and OCL operators. Modeling languages can be precisely defined in MML by explicitly specifying its abstract syntax, its semantic domain and a mapping between the concepts involved in both . This mapping can be viewed as the application of the function A to a specific metamodel M . Related Work:
 Alloy  is a declarative language based on first-order relational logic in which systems with constraints can be modeled. The Alloy analyzer  provides an automated mechanism for constraint satisfaction with two main functionalities: simulation for producing valid instances of an Alloy specification and assertion for verifying constraints.  provides an encoding of EMOF metamodels with OCL constraints into Alloy so that the Alloy analyzer  is used to generate models that conform to a metamodel (automated test case generation) and to verify that OCL constraints can be satisfied. Counterexamples and logical inconsistencies are found when the constraints are not satisfied. In , the Alloy analyzer is used to verify relational model transformations in order to ensure that a model transformation cannot produce invalid models. However, Alloy has a simple type system where only integers can be used in attribute values. Related Work:
 In , constructive type theory is used for defining a typed metamodeling framework, where models, which are defined as terms, can also be represented as types by means of a reflection mechanism such as A. Related Work:
 In this framework, the conformance relation is implicitly provided by construction: only valid models can be defined as terms, and their definition constitutes a formal proof of the fact that the model belongs to the corresponding type by means of the Curry-Howard isomorphism. The Diagram Predicate Framework, which combines notions from category theory and first-order logic extending the theory of generalized sketches , has been used to formalize MOF metamodels and their OCL constraints diagrammatically . In this work, the authors illustrate how their approach can be used to formalize software artifacts in several layers of the MOF framework, where the conformance of a model to its metamodel is encoded as a graph morphism."
"Constraints Specification Via Tool Support: A Controlled Experiment.","https://scispace.com/paper/constraints-specification-via-tool-support-a-controlled-49nxnymsrl","2020","Journal Article","The Journal of Object Technology","Azzam Maraee
Eliran Nachmani
Arnon Sturm","10.5381/JOT.2020.19.3.A16","https://scispace.com/pdf/constraints-specification-via-tool-support-a-controlled-49nxnymsrl.pdf","Models can be used for various purposes such as communication, documentation, design means, and for the generation of various artifacts including code. Nevertheless, as some ambiguities still exist in models, additional languages are required. To address this need, in the context of object-oriented modeling, the Object Constraint Language (OCL) was devised. Alternately, other languages including programming languages can be used for constraint specification. In this work we conducted a controlled experiment using USE and a Java framework we developed for that purpose, and compare the effectiveness of developing model-based constraints with respect to quality, time, and confidence. The results indicate that as Java is more familiar to the subjects than OCL, the time to develop the constraints utilizing the developed framework was shorter whilst the confidence was higher. However, despite the greater familiarity with Java, the constraints quality was better when using OCL and USE.","presenting only the relevant details for selection at any given step in the specification, and automatically correcting syntax errors. iOCL was evaluated using a real-world case study, and was found to be useful in facilitating the process of OCL constraint specification. Modeling Tools:
 OCL has several competing textual constraint languages, such as Alloy and FOML . FOML is an expressive logic rule language that provides an intentional and executable formal basis for software models . FOML supports model-level activities such as constraints transformation, analysis, and reasoning about models and model testing . Alloy is a textual modeling language based on relational logic, that employs SAT solver for the bounded validation of user assertions . Nakajima showed the benefit of using Alloy in teaching formal methods in software engineering courses . They used Alloy to encode the core concepts, allowing for swift feedback via the automatic analysis tool. The translation of class models/OCL to Alloy , and the work of Moas et al. ) provide a UML/OCL analysis tool that supports instance generation and completion. Modeling Tools:
 In addition to tools developed within the academia, the industry also recognizes the importance of OCL. As mentioned before, MagicDraw, IBM Rational Software Architect (IBM RSA), and Papyrus are tools that support the specification of OCL constraints . IBM RSA (IBM 2019) and Papyrus (IBM 2020) also support the constraint specification in Java. These also enable the validation of the specified constraints to some extent. MagicDraw IBM RSA and Papyrus are widely-used tools, both in industry and for teaching modeling ."
