"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Checking and Reasoning about Semantic Web through Alloy","https://scispace.com/paper/checking-and-reasoning-about-semantic-web-through-alloy-51hjhh1slo","2003","Book Chapter","Formal Methods","Jin Song Dong
Jing Sun
Hai H. Wang","10.1007/978-3-540-45236-2_43","https://scispace.com/pdf/checking-and-reasoning-about-semantic-web-through-alloy-51hjhh1slo.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to automatically check ontology consistency and leverages DAML+OIL (a DL language). Does not address credential schemas or trust frameworks, and lacks OCL/graph constraints.","Semantic Web (SW), commonly regarded as the next generation of the Web, is an emerging vision of the new Web from the Knowledge Representation and the Web communities. The Formal Methods community can also play an important role to contribute to SW development. Reasoning and consistency checking can be useful at many stages during the design, maintenance and deployment of SW ontology. However the existing reasoning and consistency checking tools for SW are primitive. We believe that formal techniques and tools, such as Alloy, can provide automatic reasoning and consistency checking services for SW. In this paper, we firstly construct semantic models for the SW language (DAML+OIL) in Alloy, and these models form the semantic domain for interpreting DAML+OIL in Alloy. Then we develop the translation techniques and tools which can automatically map the SW ontology into the DAML+OIL semantic domain in Alloy. Furthermore, with the assistance of Alloy Analyzer (AA) we demonstrate that the consistency of the SW ontology can be checked automatically and different kinds of reasoning tasks can be supported."
"Formalizing XACML Using Defeasible Description Logics","https://scispace.com/paper/formalizing-xacml-using-defeasible-description-logics-1rxxcn1to6","2007","","","Vladimir Kolovski
James A. Hendler
Bijan Parsia","","","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Description Logics to formally verify XACML policies, enabling automated reasoning and redundancy checks; does not address credential schemas, Alloy, or OCL constraints.","XACML has emerged as a popular access control language on the Web, but because of its rich expressiveness, it has proved difficult to analyze in an automated fashion. Previous attempts to analyze XACML policies either use propositional logic or full First-Order logic. In this paper, we present a formalization of XACML using Description Logics (DL) . This formalization allows us to extend the subset of XACML supported by propositional logic-based analysis tools, and in addition we provide a new analysis service (policy redundancy).In addition, mapping XACML to description logics allows us to use off-the-shelf DL reasoners for XACML analysis tasks such as policy comparison, policy verification and querying. We provide empirical evaluation of a policy analysis tool that was implemented on top of open source reasoner Pellet."
"Checking e-service consistency using Description Logics","https://scispace.com/paper/checking-e-service-consistency-using-description-logics-1acqsmvcfv","2007","Proceedings Article","IEEE International Conference on Services Computing","Luigi Dragone
Riccardo Rosati","10.1109/SCC.2007.40","https://scispace.com/pdf/checking-e-service-consistency-using-description-logics-1acqsmvcfv.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Description Logics to formally verify e-service consistency; provides decidable checking procedures. No Alloy, OCL, or credential‑trust framework focus.","We propose a new framework for the analysis of functional properties of e-services supporting the development of cooperative information systems. The framework aims at extending and integrating different approaches providing both a rich domain specification and a suitable operational semantics of the e-service contract, on which we define functional consistency properties. It allows for specifying complex e-services based on the IOPE paradigm, in which the static properties of the modeled system are specified using a description logic knowledge base, as assumed in semantic Web applications. Moreover, it enforces a minimal- change semantics for the axiomatization of the update operator and also includes the ability to reason about update repairing w.r.t. the domain constraints, thus allowing for incomplete service specification. On this foundation, we formally devise several consistency and validity properties of services, providing decidable checking procedures."
"SHACL2FOL: An FOL Toolkit for SHACL Decision Problems","https://scispace.com/paper/shacl2fol-an-fol-toolkit-for-shacl-decision-problems-1ilwdvxmp4","2024","Preprint","","Paolo Pareti","10.48550/arxiv.2406.08018","https://scispace.compdf/shacl2fol-an-fol-toolkit-for-shacl-decision-problems-1ilwdvxmp4.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a theorem‑prover based FOL translation for SHACL validation and static analysis, but lacks credential schemas, trust frameworks, Alloy, OCL, or DL components.","Recent studies on the Shapes Constraint Language (SHACL), a W3C specification for validating RDF graphs, rely on translating the language into first-order logic in order to provide formally-grounded solutions to the validation, containment and satisfiability decision problems. Continuing on this line of research, we introduce SHACL2FOL, the first automatic tool that (i) translates SHACL documents into FOL sentences and (ii) computes the answer to the two static analysis problems of satisfiability and containment; it also allow to test the validity of a graph with respect to a set of constraints. By integrating with existing theorem provers, such as E and Vampire, the tool computes the answer to the aforementioned decision problems and outputs the corresponding first-order logic theories in the standard TPTP format. We believe this tool can contribute to further theoretical studies of SHACL, by providing an automatic first-order logic interpretation of its semantics, while also benefiting SHACL practitioners, by supplying static analysis capabilities to help the creation and management of SHACL constraints. "
"Automated Verification Of Role-Based Access Control Policies Constraints Using Prover9","https://scispace.com/paper/automated-verification-of-role-based-access-control-policies-20civsrawz","2015","Journal Article","","Khair Eddin Sabri","10.5121/IJSPTM.2015.4101","https://scispace.com/pdf/automated-verification-of-role-based-access-control-policies-20civsrawz.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Prover9 theorem proving to automatically verify RBAC policy constraints, satisfying formal verification focus but unrelated to credential schemas, Alloy, OCL, or DL.","Access control policies are used to restrict access to sensitive records for authorized users only. One approach for specifying policies is using role based access control (RBAC) where authorization is given to roles instead of users. Users are assigned to roles such that each user can access all the records that are allowed to his/her role. RBAC has a great interest because of its flexibility. One issue in RBAC is dealing with constraints. Usually, policies should satisfy pre-defined constraints as for example separation of duty (SOD) which states that users are not allowed to play two conflicting roles. Verifying the satisfiability of constraints based on policies is time consuming and may lead to errors. Therefore, an automated verification is essential. In this paper, we propose a theory for specifying policies and constraints in first order logic. Furthermore, we present a comprehensive list of constraints. We identity constraints based on the relation between users and roles, between roles and permission on records, between users and permission on records, and between users, roles, and permission on records. Then, we use a general purpose theorem prover tool called Prover9 for proving the satisfaction of constraints."
"A Formal Framework for Software Process Modelling and Verification: A Behavior Engineering and Ontology Approach","https://scispace.com/paper/eLi3F3frC_UJ","","","","E Kabaale","","https://research-repository.griffith.edu.au/server/api/core/bitstreams/09c13894-00e1-4f20-bbf1-83c1b07d2d2a/content","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a formal verification framework using OCL constraints; focuses on software process modeling, not credential schemas or trust frameworks; lacks Alloy, DL, and tool/case study details.",""
"Formal verification of the xDAuth protocol","https://scispace.com/paper/formal-verification-of-the-xdauth-protocol-5alr1xdz4t","2016","Journal Article","IEEE Transactions on Information Forensics and Security","Quratulain Alam
Saher Tabbasum
Saif Ur Rehman Malik
Masoom Alam
Tamleek Ali
Adnan Akhunzada
Samee U. Khan
Athanasios V. Vasilakos
Rajkumar Buyya","10.1109/TIFS.2016.2561909","https://www.academia.edu/download/104000077/xDAuthProtocolVerification.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses high‑level Petri nets, Z, and Z3 to formally verify xDAuth protocol properties; does not address credential schema consistency, nor employ Alloy, OCL, or DL.","Service-oriented architecture offers a flexible paradigm for information flow among collaborating organizations. As information moves out of an organization boundary, various security concerns may arise, such as confidentiality, integrity, and authenticity that needs to be addressed. Moreover, verifying the correctness of the communication protocol is also an important factor. This paper focuses on the formal verification of the xDAuth protocol, which is one of the prominent protocols for identity management in cross domain scenarios. We have modeled the information flow of xDAuth protocol using high-level Petri nets to understand the protocol information flow in a distributed environment. We analyze the rules of information flow using Z language, while Z3 SMT solver is used for the verification of the model. Our formal analysis and verification results reveal the fact that the protocol fulfills its intended purpose and provides the security for the defined protocol specific properties, e.g., secure secret key authentication, and Chinese wall security policy and secrecy specific properties, e.g., confidentiality, integrity, and authenticity."
"Reasoning about UML/OCL Models using Constraint Logic Programming and MDA","https://scispace.com/paper/reasoning-about-uml-ocl-models-using-constraint-logic-3a2ojcedme","2013","Proceedings Article","International Conference on Software Engineering Advances","Beatriz Pérez
Ivan Porres","","https://scispace.com/pdf/reasoning-about-uml-ocl-models-using-constraint-logic-3a2ojcedme.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses CLP to reason about UML/OCL models, providing a formal verification method. Includes OCL constraints for model consistency, but lacks Alloy, DL, and trust‑framework credential focus.","The widespread adoption of Model Driven Engineering approaches has made of models to be cornerstone components in the software development process. This fact requires verifying such models’ correctness to ensure the quality of the final product. In this context, the Unified Modeling Language (UML) and the Object Constraint Language (OCL) constitute two of the most commonly used modeling languages. We propose an overall framework to reason about UML/OCL models based on Constraint Logic programming (CLP). We use Formula as model finding and design space exploration tool. We show how to translate a UML model into a CLP program following a Meta– Object Facility (MOF) like framework. We enhance our proposal by identifying an expressive fragment of OCL, which guarantees finite satisfiability and we show its translation to Formula. We complete our approach by providing a Model Driven Architecture (MDA) based implementation of the UML to Formula translation. Our proposal can be used for software model design reasoning by verifying correctness properties and generating model instances of the modeled designs, using Formula. Keywords—UML; OCL; CLP; reasoning; verification"
"Dokumentverifikation mit Temporaler Beschreibungslogik","https://scispace.com/paper/dokumentverifikation-mit-temporaler-beschreibungslogik-xslm4ikyns","2009","","","Franz Weitl
Fakultät für Informatik und Mathematik","","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses temporal description logic ALCCTL for model‑checking document consistency; formal verification central, but no credential schemas, Alloy, or OCL, and DL is applied to documents rather than trust frameworks.","Es wird ein neues formales Framework fur die automatische Pru- fung inhaltlich-struktureller Vorgaben an Dokumente vorgestellt. Aus der Hard- /Softwareverifikation bekannte Model-Checking Verfahren werden mit Methoden zur Reprasentation von Ontologien kombiniert, um sowohl die Struktur des Dokuments als auch inhaltliche Zusammenhange bei der Prufung von Konsistenzkriterien beruck- sichtigen zu konnen. Als Spezifikationssprache fur Konsistenzkriterien wird die neue temporale Beschreibungslogik ALCCTL vorgeschlagen. Grundlegende Eigenschaften wie Entscheidbarkeit, Ausdruckskraft und Komplexitat werden untersucht. Die Ergeb- nisse ubertreffen bekannte Ansatze wie symbolisches Model-Checking in Performanz und Ausdruckskraft hinsichtlich der prufbaren Kriterien."
"Especificación formal de lenguajes específicos del dominio utilizando Alloy","https://scispace.com/paper/especificacion-formal-de-lenguajes-especificos-del-dominio-2uy0mewdik","2015","","","Ana Gabriela Garis
Alejandro Sanchez","","https://scispace.com/pdf/especificacion-formal-de-lenguajes-especificos-del-dominio-2uy0mewdik.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to formally specify DSLs and enable V&V, providing a rigorous verification method, but does not address credential schemas, trust frameworks, OCL, or Description Logic.","Un lenguaje específico del dominio (DSL, por sus siglas en inglés) provee primitivas ajustadas a un dominio específico para facilitar el modelado de sus instancias. Frecuentemente, los DSLs se definen utilizando lenguajes imprecisos, tales como MOF y UML, como meta-lenguajes. En consecuencia, los DSLs presentan ambigüedades, y es inviable (sin trabajo adicional) su validación y verificación (V&V). La línea de investigación se orienta a la especificación formal de un DSL con Aloy – un lenguaje formal que permite la V&V de modelos asistida por una heramienta amigable, con el objetivo de contribuir en la definición precisa de DSLs, y a soportar la V&V de los modelos desarolados con estos."
"The HOL-OCL Book","https://scispace.com/paper/the-hol-ocl-book-3fa5v8jljr","2006","","","Achim D. Brucker
Burkhart Wolff","10.3929/ETHZ-A-006781813","https://scispace.com/pdf/the-hol-ocl-book-3fa5v8jljr.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses HOL theorem proving to formalize OCL semantics, providing rigorous proofs of compliance. No Alloy or trust‑framework context; OCL constraints are central but not for credential schemas.","HOL-OCL is an interactive proof environment for the Object Constraint Language (OCL). It is implemented as a shallow embedding of OCL into the Higher-order Logic (HOL) instance of the interactive theorem prover Isabelle. HOL-OCL defines a machine-checked formalization of the semantics as described in the standard for OCL 2.0. This conservative, shallow embedding of UML/OCL into Isabelle/HOL includes support for typed, extensible UML data models supporting inheritance and subtyping inside the typed lambda-calculus with parametric polymorphism. As a consequence of conservativity with respect to higher-order logic (HOL), we can guarantee the consistency of the semantic model. Moreover, HOL-OCL provides several derived calculi for UML/OCL that allow for formal derivations establishing the validity of UML/OCL formulae. Elementary automated support for such proofs is also provided top"
"Naming and discovery in networks: architecture and economics","https://scispace.com/paper/naming-and-discovery-in-networks-architecture-and-economics-259pl0tvyw","2009","","","Chaouki T. Abdallah
Joud Khoury","","https://scispace.com/pdf/naming-and-discovery-in-networks-architecture-and-economics-259pl0tvyw.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to model and check network architecture consistency, demonstrating a formal verification workflow, but does not address credential schemas, OCL/DL, or trust frameworks.","In less than three decades, the Internet was transformed from a research network available to the academic community into an international communication infrastructure. Despite its tremendous success, there is a growing consensus in the research community that the Internet has architectural limitations that need to be addressed in a effort to design a “future Internet”. Among the main technical limitations are the lack of mobility support, and the lack of security and trust. The Internet, and particularly TCP/IP, identifies endpoints using a location/routing identifier, the IP address. Coupling the endpoint identifier to the location identifier hinders mobility and poorly identifies the actual endpoint. On the other hand, the lack of security has been attributed to limitations in both the network and the endpoint. Authentication for example is one of the main concerns in the architecture and is hard to implement partly due to lack of identity support. 
The general problem that this dissertation is concerned with is that of designing a future Internet. Towards this end, we focus on two specific sub-problems. The first problem is the lack of a framework for thinking about architectures and their design implications. It was obvious after surveying the literature that the majority of the architectural work remains idiosyncratic and descriptions of network architectures are mostly idiomatic. This has led to the overloading of architectural terms, and to the emergence of a large body of network architecture proposals with no clear understanding of their cross similarities, compatibility points, their unique properties, and architectural performance and soundness. On the other hand, the second problem concerns the limitations of traditional naming and discovery schemes in terms of service differentiation and economic incentives. One of the recurring themes in the community is the need to separate an entity's identifier from its locator to enhance mobility and security. Separation of identifier and locator is a widely accepted design principle for a future Internet. Separation however requires a process to translate from the identifier to the locator when discovering a network path to some identified entity. We refer to this process as identifier-based discovery, or simply discovery, and we recognize two limitations that are inherent in the design of traditional discovery schemes. The first limitation is the homogeneity of the service where all entities are assumed to have the same discovery performance requirements. The second limitation is the inherent incentive mismatch as it relates to sharing the cost of discovery. This dissertation addresses both subproblems, the architectural framework as well as the naming and discovery limitations."
"A predicate calculus logic for the PKI trust model analysis","https://scispace.com/paper/a-predicate-calculus-logic-for-the-pki-trust-model-analysis-4szh0pfyna","2001","Proceedings Article","Network Computing and Applications","H. El Bakkali
B.I. Kaitouni","10.1109/NCA.2001.962557","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses predicate calculus to formally verify PKI trust model suitability; does not employ Alloy, OCL, graph constraints, or Description Logic.","We propose a logic-based approach for reasoning about (public-key infrastructure) PKI trust models Our formalism uses the predicate calculus language to describe a PKI trust model with greater precision than the widely used graph It allows us to formalize the certificates and the statements about entities beliefs with regard to public key authenticity and certification authority's (CA's) trustworthiness In this formalism, we take into account the number of CAs that have participated in an entity belief, the trust level in a statement and the policies constraints By using this approach, we can verify the suitability of a model to applications with particular requirements"
"Schema Compliant Consistency Management via Triple Graph Grammars and Integer Linear Programming","https://scispace.com/paper/schema-compliant-consistency-management-via-triple-graph-46k6bzalji","2021","Book Chapter","Fundamental Approaches to Software Engineering","Nils Weidmann
Anthony Anjorin","10.1007/978-3-030-45234-6_16","https://scispace.com/pdf/schema-compliant-consistency-management-via-triple-graph-46k6bzalji.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses TGGs and ILP to verify model consistency; integrates OCL‑style graph constraints but not for credential schemas; no Alloy or DL; formal method central.","Triple Graph Grammars (TGGs) are a declarative and rule-based approach to bidirectional model transformation. The key feature of TGGs is the automatic derivation of various operations such as unidirectional transformation, model synchronisation, and consistency checking. Application conditions can be used to increase the expressiveness of TGGs by guaranteeing schema compliance, i.e., that domain constraints are respected by the TGG. In recent years, a series of new TGG-based operations has been introduced leveraging Integer Linear Programming (ILP) solvers to flexible consistency maintenance even in cases where no strict solution exists. Schema compliance is not guaranteed, however, as application conditions from the original TGG cannot be directly transferred to these ILP-based operations. In this paper, we extend ILP-based TGG operations so as to guarantee schema compliance. We implement and evaluate the practical feasibility of our approach."
"Formal verification for preventing misconfigured access policies in kubernetes clusters","https://scispace.com/paper/formal-verification-for-preventing-misconfigured-access-68ldfwd4gmca","2025","Journal Article","IEEE Access","Aditya Sissodiya
Eric Chiquito
Ulf Bodin
Johan Kristiansson","10.1109/access.2025.3597504","https://ieeexplore.ieee.org/iel8/6287639/6514899/11122676.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses SMT-based verification to exhaustively check RBAC and admission policies, demonstrating a formal, constraint‑solving approach, but does not address credential schemas, Alloy, OCL, or DL.","Kubernetes clusters now underpin the bulk of modern production workloads, recent 2024 Cloud Native Computing Foundation surveys report >96% enterprise adoption, stretching from 5G edge nodes and AI/ML pipelines to heavily-regulated fintech and healthcare back-ends. Every action in those environments funnels through the API server, so a single access-control slip can jeopardise an entire fleet. Yet most deployments still rely on a patchwork of Role-Based Access Control (RBAC) rules and policy-as-code admission controllers such as OPA Gatekeeper or Kyverno. In practice these controls are brittle: minor syntactic oversights, wildcard privileges, or conflicting rules can silently create privilege-escalation paths that elude linters and manual review. This paper presents a framework that models both RBAC and admission policies as first-order logic and uses an SMT solver to exhaustively search for counter-examples to stated security invariants before policies reach the cluster. The approach detects policy conflicts, unreachable denies, and unintended permissions. Three real-world case studies are presented to illustrate how the framework reveals latent misconfigurations and validates the soundness of the corrected rules. These case studies include a supply-chain image bypass, an RBAC “shadow-admi” escalation, and a multi-tenant namespace breach. To aid replication and further study, we release a fully scripted GitHub testbed: a Minikube cluster, AuthzForce PDP, admission-webhook adapter, and Z3-backed CLI that recreates each scenario and verifies policies end-to-end. While the framework does not address runtime threats, it closes a critical verification gap and substantially raises the bar for attackers targeting the most widely deployed orchestration platform."
"Resolving the Predicament of Android Custom Permissions.","https://scispace.com/paper/resolving-the-predicament-of-android-custom-permissions-4rpusu7y62","2018","Proceedings Article","Network and Distributed System Security Symposium","Guliz Seray Tuncay
Soteris Demetriou
Karan Ganju
Carl A. Gunter","10.14722/NDSS.2018.23210","https://scispace.com/pdf/resolving-the-predicament-of-android-custom-permissions-4rpusu7y62.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to formally verify Android custom permissions, but does not address credential schemas, trust frameworks, OCL, or DL; focuses on formal verification.","Android leverages a set of system permissions to protect platform resources. At the same time, it allows untrusted third-party applications to declare their own custom permissions to regulate access to app components. However, Android treats custom permissions the same way as system permissions even though they are declared by entities of different trust levels. In this work, we describe two new classes of vulnerabilities that arise from the ‘predicament’ created by mixing system and custom permissions in Android. These have been acknowledged as serious security flaws by Google and we demonstrate how they can be exploited in practice to gain unauthorized access to platform resources and to compromise popular Android apps. To address the shortcomings of the system, we propose a new modular design called Cusper for the Android permission model. Cusper separates the management of system and custom permissions and introduces a backward-compatible naming convention for custom permissions to prevent custom permission spoofing. We validate the correctness of Cusper by 1) introducing the first formal model of Android runtime permissions, 2) extending it to describe Cusper, and 3) formally showing that key security properties that can be violated in the current permission model are always satisfied in Cusper. To demonstrate Cusper’s practicality, we implemented it in the Android platform and showed that it is both effective and efficient."
"Scenario testing using formal ontologies","https://scispace.com/paper/scenario-testing-using-formal-ontologies-k503lhvzwu","2014","","","Hendrina Harmse
Katarina Britz
Aurona Gerber
Deshendran Moodley","","https://scispace.com/pdf/scenario-testing-using-formal-ontologies-k503lhvzwu.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies DL reasoning to verify UML/OWL model consistency; formal verification central, but no credential schemas, Alloy, or OCL involved.","Ontologies in Conceptual Modeling and Information Systems Engineering, Rio de Janeiro, Brazil, 22-23 September 2014. Due to copyright restrictions, the attached PDF file only contains the abstract of the full text item. For access to the full text item, please consult the publisher's website"
"An application of Alloy to static analysis for secure information flow and verification of software systems","https://scispace.com/paper/an-application-of-alloy-to-static-analysis-for-secure-1olvbxhlb0","2008","","","Alan Shaffer","","https://apps.dtic.mil/sti/pdfs/ADA493781.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to model and verify a security domain model, demonstrating formal verification, but does not address credential schemas, trust frameworks, OCL, graph constraints, or Description Logic.",": Within a multilevel secure (MLS) system, flaws in design and implementation can result in overt and covert channels, both of which may be exploited by malicious software to cause unauthorized information flows. To address this problem, the use of control dependency tracing has been explored to present a precise, formal definition for information flow. This work describes a security Domain Model (DM), designed in the Alloy formal specification language, for conducting static analysis of programs to identify illicit information flows, such as control dependency flaws and covert channel vulnerabilities. The model includes a formal definition for trusted subjects, which are granted extraordinary privileges to perform system operations that require relaxation of the mandatory access control (MAC) policy mechanisms imposed on normal subjects, but are trusted to behave benignly and not to degrade system security. The DM defines the concepts of program state, information flow and security policy rules, and specifies the behavior of a target program. The DM is compiled from a representation of the target program, written in a specialized Implementation Modeling Language (IML), and a specification of the security policy written in the Alloy language. The Alloy Analyzer tool is used to perform static analysis of the DM to detect potential security policy violations in the target program. This approach demonstrates that it is possible to establish a framework for formally representing a program implementation and for formalizing the security rules defined by a security policy, enabling the verification of that program representation for adherence to the security policy."
"Анализ непротиворечивости моделей архитектуры предприятия с использованием формальных методов верификации","https://scispace.com/paper/analiz-neprotivorechivosti-modelei-arkhitektury-320ub4mh7i","2017","Journal Article","Business informatics","Э. А. Бабкин
Н. О. Пономарев","10.17323/1998-0663.2017.3.30.40","https://scispace.com/pdf/analiz-neprotivorechivosti-modelei-arkhitektury-320ub4mh7i.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies model checking to ArchiMate enterprise architecture; mentions Alloy and OCL but not for credential schemas; lacks DL; formal verification is central.","Э.А. Бабкин - кандидат технических наук, PhD in Computer Science, профессор кафедры информационных систем и технологий, Национальный исследовательский университет «Высшая школа экономики»Адрес: 603155, г. Нижний Новгород, ул. Большая Печерская, д. 25/20E-mail: eababkin@hse.ruН.О. Пономарев - студент магистерской программы «Бизнес-информатика», Национальный исследовательский университет «Высшая школа экономики»; инженер группы разработки программного обеспечения АО «Интел»Адрес: 603155, г. Нижний Новгород, ул. Большая Печерская, д. 25/20E-mail:nik4nikita@gmail.com Разработка архитектуры предприятия является сложным процессом, но в то же время позволяет решить проблему синхронизации возможностей и потребностей бизнеса и информационных технологий (ИТ). Решение данной проблемы достигается за счет уточнения понимания и формализации описания бизнес-процессов и взаимодействия элементов системы путем их формального описания. Наличие большого числа взаимодействующих бизнес-процессов и сущностей архитектуры предприятия объясняет необходимость проверки их корректности. Поэтому необходимо их автоматически верифицировать, на основе формализации требований к архитектуре. В данной работе предлагается метод обнаружения логических противоречий в моделях архитектуры предприятия, на основе частного случая подхода к проверке моделей, примененного в бизнес-моделировании. В качестве языка описания архитектуры предприятия в работе используется современный открытый и независимый язык ArchiMate. Разрабатываемый The Open Group стандарт предоставляет общую спецификацию для описания построения и функционирования бизнес-процессов, организационных структур, информационных потоков, ИТ-систем и технической инфраструктуры предприятия. В качестве верификатора выбран формальный язык реляционной логики и инструментарий системы MITAlloy Analyzer, позволяющий выполнять анализ ограничений модели в терминах реляционной логики путем автоматической генерации структур, которые удовлетворяют требованиям логической модели. В данной работе предлагается упростить и автоматизировать процесс спецификации и верификации моделей предметной области архитектуры предприятия с помощью визуального редактора конструирования моделей на языке ArchiMate - Archi. Разработанный авторами плагин к редактору осуществляет трансляцию моделей архитектуры предприятия на язык системы Alloy Analyzer и в качестве основы для построения конкретных моделей предметной области использует метамодель ключевых элементов спецификации ArchiMate. Предложенный метод и программные решения апробированы на примере пользовательского кейса архитектуры предприятия компании ArciSurance.Исследование выполнено при финансовой поддержке РФФИ в рамках научного проекта № 16-06-00184 А «Разработка и исследование моделей online-дискуссии на материале обсуждения политических новостей»"
"UNICORN Framework: A User-Centric Approach Toward Formal Verification of Privacy Norms","https://scispace.com/paper/unicorn-framework-a-user-centric-approach-toward-formal-1yv84arx7x","2019","Dissertation","","Rezvan Joshaghani","10.18122/TD/1526/BOISESTATE","https://scispace.com/pdf/unicorn-framework-a-user-centric-approach-toward-formal-1yv84arx7x.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a formal verification engine to check privacy norm consistency, but lacks credential schemas, trust frameworks, Alloy, OCL, or DL components.","In the development of complex systems, such as user-centric privacy management systems with multiple components and attributes, it is important to formalize the process and develop mathematical models that can be utilized to automatically make decisions on the information sharing actions of users. While valuable, the current state-of-the-art models are mostly based on enterprise/organizational privacy perspectives and leave the main actor, i.e., the user, uninvolved or with limited ability to control information sharing actions. These approaches cannot be applied to a user-centric environment since user privacy policies are dynamic because they change based on the information sharing context and environment. In this thesis, we focused on developing the main core of the framework which is the privacy formalization and verification engine that allows for the guided and flexible specification of users privacy policies. The formalization and verification engine reasons about the users privacy rules to find privacy violating information sharing actions and ensure that the privacy norms are unambiguous and consistent. Utilizing these privacy norms the framework monitors users information sharing actions to detect privacy violations. In cases that an action is not compliant with the privacy norms, the framework utilizes a game theoretic approach to generate a privacy decision model. This model enables the users to proceed with the violating action without compromising their privacy by suggesting an information negotiation protocol based on the information sensitivity, users trust, and the reward of information sharing action."
"Verification of Model Transformations to Refactoring Mobile Social Networks","https://scispace.com/paper/verification-of-model-transformations-to-refactoring-mobile-4t2m35i340","2011","Journal Article","Electronic Communication of The European Association of Software Science and Technology","Márk Asztalos
Peter Ekler
László Lengyel
Tihamér Levendovszky","10.14279/TUJ.ECEASST.32.542","https://scispace.com/pdf/verification-of-model-transformations-to-refactoring-mobile-4t2m35i340.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses graph‑rewriting and theorem proving to verify model‑transformation consistency; no trust‑framework schemas, Alloy, or DL; includes graph‑based constraints; strongly formal.","Verification of model processing programs, where only the definitions of the program and the languages of the models to be transformed are analyzed, has become a fundamental issue in model-based software engineering. This analysis may become very complex, but it is performed only once and the results are independent from concrete input models. The formal background of verification methods for graph rewriting-based model transformations has become a subject of research recently. In previous work, we have provided fundamental formal and algorithmic background of a (semi-)automated verification approach for graph transformations. This work concludes these components and put them together to introduce the implementation of a verification system fully integrated into a model transformation framework, VMTS. The strong points of our approach is its usability, its implementation in an existing tool, and its extendibility, which are demonstrated on a case study in the application domain of mobile centric social networks. Our results show that the verification of graph rewriting-based model transformations can be largely automated."
"Alloy4SPV: A Formal Framework for Software Process Verification","https://scispace.com/paper/alloy4spv-a-formal-framework-for-software-process-1tzslm3y3n","2014","Book Chapter","European Conference on Modelling Foundations and Applications","Yoann Laurent
Reda Bendraou
Souheib Baarir
Marie-Pierre Gervais","10.1007/978-3-319-09195-2_6","https://scispace.com/pdf/alloy4spv-a-formal-framework-for-software-process-1tzslm3y3n.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Alloy to formally verify UML‑based software processes with OCL constraints; strong formal focus but unrelated to credential schemas, trust frameworks, or Description Logic.","In this paper we present a framework for software process verification called Alloy4SPV which uses a subset of UML2 Activity Diagrams as a process modeling language. In order to achieve software process verification, we i) define a formal model of our process modeling language using first-order logic, ii) we give it a formal semantics based on the fUML standard, and iii) we implement this formalization using the Alloy language [1]. In order to ease its adoption by process modelers, our framework comes with a graphical tool and a ready to use and customizable set of software process properties. We categorize these properties into two categories, syntactical and behavioral. We extend the set of behavioral properties we identified from the literature with two new categories that we defined, namely, organizational properties which relate to resource management and planning during process execution and business properties which are project/process specific properties."
