"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Distributed Ledger Credential Verification System Based on Design Thinking Approach","https://scispace.com/paper/distributed-ledger-credential-verification-system-based-on-5k43fvhdnv8h","2024","Journal Article","","K. Revathi
S Priyadharshini
Rahul Rathore
K. Guru
Anantha Varshini J
V. P. Sriram","10.1109/icoeca62351.2024.00055","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on blockchain verification, lacking formal models, ontologies, schema specifications, or integrated VC ecosystem design; no prototype, security, performance, or detailed case study.","This research study introduces a blockchain-driven solution to revolutionize college credential verification. Addressing the inefficiencies and vulnerabilities of traditional verification methods, the proposed system utilizes blockchain's immutable ledger, smart contracts, and machine learning automation to ensure secure, transparent, and decentralized verification. Results demonstrate its efficacy in fraud prevention, streamlining processes, and providing a reliable, auditable verification platform. This research signifies a transformative shift towards a trustworthy, user-centric credential verification process with implications for students, institutions, and employers seeking streamlined, secure verification of academic records."
"Toward an Ontology-Driven Unifying Metamodel for UML Class Diagrams, EER, and ORM2","https://scispace.com/paper/toward-an-ontology-driven-unifying-metamodel-for-uml-class-3hn07dr2tu","2013","Book Chapter","International Conference on Conceptual Modeling","C. Maria Keet
Pablo Rubén Fillottrani","10.1007/978-3-642-41924-9_26","https://scispace.com/pdf/toward-an-ontology-driven-unifying-metamodel-for-uml-class-3hn07dr2tu.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on unifying metamodels for UML, EER, ORM2; no verifiable‑credential formal model, ontology, schema language, or ecosystem integration discussed.","Software compatibility and application integration can be achieved using their respective conceptual data models However, each model may be represented in a different language While such languages seem similar yet known to be distinct, no unifying framework exists that respects all of their language features Aiming toward filling this gap, we designed a common, ontology-driven, metamodel of the static, structural, components of ER, EER, UML v241, ORM, and ORM2, such that each is a fragment of the encompassing consistent metamodel This paper presents and overview and notable insights obtained on the real common core entities and constraints, roles and relationships, and attributes and value types that we refine with the notion of dimensional attribute"
"Blockchain Enterprise Ontologies: TOVE and DEMO","https://scispace.com/paper/blockchain-enterprise-ontologies-tove-and-demo-5bitxhud5o","2023","Journal Article","IT&C","Nicolae Sfetcu","10.58679/it94398","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on blockchain ontologies and OntoClean analysis, without addressing verifiable credentials, schema languages, or integrated ecosystem design.","Enterprise ontology for blockchain transactions includes datalogical, infological and essential levels. OntoClean analyzes ontologies based on formal, domain-independent properties (metaproperties), being the first attempt to formalize the notion of ontological analysis for computer systems. The notions are extracted from the philosophical ontology. In the semantic web, a property is a binary relationship, with a subtle distinction between ownership and class. Thus, a metaproperty is a property of a property or a class. The design of ontology can be done when there is a basic understanding of the blockchain analysis. "
"On Ontology, ontologies, Conceptualizations, Modeling Languages, and (Meta)Models.","https://scispace.com/paper/on-ontology-ontologies-conceptualizations-modeling-languages-3al0flfqzm","2006","","","Giancarlo Guizzardi","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on philosophical and computer‑science ontology concepts, modeling language criteria, and metamodel frameworks, without addressing verifiable credentials, schemas, or ecosystem integration.","In philosophy, the term ontology has been used since the 17th century to refer both to a philosophical discipline (Ontology with a capital “O”), and as a domain-independent system of categories that can be used in the conceptualization of domain-specific scientific theories. In the past decades there has been a growing interest in the subject of ontology in computer and information sciences. In the last few years, this interest has expanded considerably in the context of the Semantic Web and MDA (Model-Driven Architecture) research efforts, and due to the role ontologies are perceived to play in these initiatives. In this paper, we explore the relations between Ontology and ontologies in the philosophical sense with domain ontologies in computer science. Moreover, we elaborate on formal characterizations for the notions of ontology, conceptualization and metamodel, as well as on the relations between these notions. Additionally, we discuss a set of criteria that a modeling language should meet in order to be considered a suitable language to model phenomena in a given domain, and present a systematic framework for language evaluation and design. Furthermore, we argue for the importance of ontology in both philosophical senses aforementioned for designing and evaluating a suitable general ontology representation language, and we address the question whether the so-called Ontology Web languages can be considered as suitable general ontology representation languages. Finally, we motivate the need for two complementary classes of modeling languages in Ontology Engineering addressing two separate sets of concerns."
"'Towards queryable verifiable credentials","https://scispace.com/paper/v93QfSsCrjoJ","","","","G De Mulder
R Dedecker
B De Meester","","https://ceur-ws.org/Vol-4085/paper81.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON‑based VC libraries for schema alignment, but lacks formal model, ontology, and integrated ecosystem design; no prototype or security/performance evaluation.",""
"Providing Assurance and Scrutability on Shared Data and Machine Learning Models with Verifiable Credentials","https://scispace.com/paper/http://arxiv.org/abs/2105.06370v1","2021","Preprint","","Iain Barclay
Alun Preece
Ian Taylor
Swapna K. Radha
Jarek Nabrzyski","","https://arxiv.org/pdf/2105.06370v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses verifiable credentials to trace data provenance for ML models, provides a prototype web tool, but lacks formal models, schema specs, or integrated VC ecosystem design.","Adopting shared data resources requires scientists to place trust in the originators of the data. When shared data is later used in the development of artificial intelligence (AI) systems or machine learning (ML) models, the trust lineage extends to the users of the system, typically practitioners in fields such as healthcare and finance. Practitioners rely on AI developers to have used relevant, trustworthy data, but may have limited insight and recourse. This paper introduces a software architecture and implementation of a system based on design patterns from the field of self-sovereign identity. Scientists can issue signed credentials attesting to qualities of their data resources. Data contributions to ML models are recorded in a bill of materials (BOM), which is stored with the model as a verifiable credential. The BOM provides a traceable record of the supply chain for an AI system, which facilitates on-going scrutiny of the qualities of the contributing components. The verified BOM, and its linkage to certified data qualities, is used in the AI Scrutineer, a web-based tool designed to offer practitioners insight into ML model constituents and highlight any problems with adopted datasets, should they be found to have biased data or be otherwise discredited."
"The Reilly EternaMark Metadata Language (REMML): A Cross-Verifiable Standard Linking DOI, Blockchain, and Hash Provenance","https://scispace.com/paper/the-reilly-eternamark-metadata-language-remml-a-cross-iatst6a2kzlu","2025","Journal Article","","","10.5281/zenodo.17431531","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON‑LD schema for cross‑verifiable metadata, but lacks VC‑specific formal model, ontology, or integrated VC ecosystem design.","&lt;p&gt;The Reilly EternaMark Metadata Language (REMML) defines the metadata core of the Reilly EternaMark Protocol (REM), a dual-layer permanence framework linking blockchain timestamping, DOI archiving, and cryptographic hashing into one verifiable system of digital provenance.&lt;/p&gt; &lt;p&gt;REMML (Reilly EternaMark Metadata Language) v1.0 is a programming language where cryptographic permanence, provenance, and verification are first-class primitives. This specification defines the complete language including type system (permanent&lt;T&gt;, verifiable&lt;T&gt;, witnessed&lt;T&gt;), core operations (preserve(), timestamp(), verify(), attest()), standard library, AI-specific features, and formal semantics. Co-created by Lawrence John Reilly Jr and Claude AI, REMML enables AI systems to create permanently verifiable records across blockchain, DOI archives, and distributed systems. This is the first programming language specification designed for gatekeeper-free knowledge preservation&lt;/p&gt; &lt;p&gt;REMML introduces a cross-verifiable JSON-LD schema that unifies:&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Data Integrity: SHA-256 content hash verification.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Blockchain Proof: Timestamp and TXID on the Bitcoin network via OpenTimestamps.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Institutional Persistence: DOI registration within scholarly or institutional archives.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Designed for long-term verification and interoperability, REMML aligns with DataCite, W3C PROV, ISO OAIS, and IETF SCITT standards.&lt;/p&gt; &lt;p&gt;It includes schema definitions, manifest templates, verification algorithms, and governance policies for versioned, audit-ready digital records.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;By combining institutional DOI permanence with public blockchain immutability, REMML delivers tri-verified provenance &mdash; ensuring authenticity, authorship, and recoverability of any digital work.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;This publication is timestamped on the Bitcoin blockchain and DOI-archived via Zenodo, providing a permanent and tamper-evident proof of existence.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Keywords: Blockchain, Metadata, DOI, Provenance, OpenTimestamps, SHA-256, JSON-LD, Digital Preservation, SCITT, OAIS, Compliance, Integrity, Dual-Layer Permanence&lt;/p&gt; &lt;p&gt;.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; "
"Matching Metamodels with Semantic Systems - An Experience Report.","https://scispace.com/paper/matching-metamodels-with-semantic-systems-an-experience-277jmjbewm","2007","Proceedings Article","BTW Workshops","Gerti Kappel
Horst Kargl
Gerhard Kramler
Andrea Schauerhuber
Martina Seidl
Michael Strommer
Manuel Wimmer","","https://scispace.com/pdf/matching-metamodels-with-semantic-systems-an-experience-277jmjbewm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on metamodel matching for model-driven engineering, without addressing verifiable credentials, formal VC models, schema languages, or integrated VC ecosystem design.","Ontology and schema matching are well established techniques, which have been applied in various integration scenarios, e.g., web service composition and database integration. Consequently, matching tools enabling automatic matching of various kinds of schemas are available. In the field of model-driven engineering, in contrast to schema and ontology integration, the integration of modeling languages relies on manual tasks such as writing model transformation code, which is tedious and error-prone. Therefore, we propose the application of ontology and schema matching techniques for automatically exploring semantic correspondences between metamodels, which are currently the modeling language definitions of choice. The main focus of this paper is on reporting preliminary results and lessons learned by evaluating currently available ontology matching tools for their metamodel matching potential."
"Reconciling Data Verifiability and Sovereignty in Digital Sustainability Infrastructures","https://scispace.com/paper/reconciling-data-verifiability-and-sovereignty-in-digital-yt74t4udnvq8","2025","Journal Article","","Babel, Matthias","10.15495/epub_ubt_00008522","https://epub.uni-bayreuth.de/id/eprint/8522/1/Dissertation_Matthias_Babel.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on data verifiability and sovereignty for sustainability, using Web3 concepts, without formal VC models, ontologies, schema specs, or integrated VC ecosystem design.","Digital technologies have become pervasive, permeating nearly every aspect of the modern world. The ongoing process of datafication, which can be defined as the conversion of real-world activities into digital representations, is a major phenomenon in contemporary society and industry. In light of the pressing environmental challenges that currently exist, the growing availability of data has significant potential to support transformative sustainability efforts. Consequently, the nascent discipline of Digital Sustainability explores the potential of information systems to support environmental, economic, and social sustainability objectives. In this context, digital infrastructures play a crucial role in enabling the exchange of sustainability-related information across diverse actors, sectors, and geopolitical boundaries. The significance of this paradigm shift is underscored by concrete applications, including the need for proof-of-origin for electricity, decentralized redispatch of flexible energy assets, and the adoption of digital product passports for circular supply chains. However, the implementation of such applications exposes a fundamental structural deficiency. While they are contingent on verifiable data, which refers to the capacity to independently validate its authenticity, integrity, and context for effective decision-making, transparency, and regulatory compliance, a cohesive and integrated infrastructure to support such verifiability remains deficient. To address this limitation, data sovereignty, which describes the ability to control, manage, and share one's own data, emerges as a pivotal enabler. While verifiable data frequently exists, it often remains isolated within proprietary databases or subject to unilateral access controls, impeding its utilization and integration across diverse platforms and applications. The concept of data sovereignty has been identified as a significant solution to this challenge, as it facilitates the equitable and transparent dissemination of data across various use cases, particularly in contexts where environmental objectives are at stake. Consequently, the design of digital infrastructures must prioritize the promotion of verifiability and sovereignty. The application of data is contingent upon its reliability and fairness, both of which are contingent upon the presence of these qualities. This dual objective will serve as a foundational framework for promoting environmental, economic, and social sustainability in an integrated and equitable manner. This thesis explores the design of digital infrastructures that collectively support data verifiability and data sovereignty in sustainability-related use cases. The development of these patterns draws upon emerging technologies from the Web3 ecosystem, including self-sovereign identity, zero-knowledge proofs, blockchain, and token-based data representations. The result is a set of architectural patterns that facilitate trustworthy, privacy-preserving, and decentralized data sharing. The research is founded on a design-oriented Information Systems perspective and synthesizes insights from seven research papers. Across a range of use cases, including proof-of-origin for electricity, decentralized redispatch, and digital product passports, the thesis demonstrates the potential for verifiability and sovereignty to be realized in tandem. This approach contributes to a more comprehensive understanding of digital infrastructures as socio-technical foundations of sustainability transitions. Instead of regarding sovereignty as a compromise to verifiability, this work asserts that both sovereignty and verifiability are indispensable for inclusive, reliable, and forward-thinking digital ecosystems. "
"Decentralized Identity Management and Blockchains: Design Patterns and Architectures","https://scispace.com/paper/decentralized-identity-management-and-blockchains-design-26k8gmex08","2023","Book Chapter","Advances in information security","Hye-Young Paik
Yue Liu
Qinghua Lu
Salil S. Kanhere","10.1007/978-3-031-32146-7_15","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on design patterns for decentralized identity; lacks formal VC models, ontologies, schema specs, or integrated ecosystem engineering.","Securely and efficiently managing digital identities is a pre-requisite to enabling prosperous digital service economy underpinned by trust. The concept of digital identity goes beyond just providing a credential for logins. A truly effective digital identity scheme should be able to model the observations that people, throughout their life, tend to carry many different senses of ""identities"" (or personas) and each identity is fused with different sets of personal artefacts overtime. Of course, digitizing all aspects of a person's identity must be supported by the highest level of security and privacy protection possible. A decentralized identity management aims to provide an individual with a platform to manage multiple identities and associated artefacts for different contexts. More importantly, the users will exert full control over their identities in terms of when and with whom the identity is formed and shared with others, without having to rely on a centralised identity provider. A distributed ledger technology like blockchain can play a vital role in the design and implementation of a decentralised identity management scheme. Indeed, a decentralised identity management scheme such as self-sovereign identity (SSI) has been acclaimed the ""killer app of Blockchain"". This chapter aims to introduce the foundational concept and motivation of decentralised identity management, examine the current state of the art and present a set of software design patterns that could help guide the designers and developers of decentralised identity management systems. "
"Reference Architecture of the EU FCT Trusted Research Data Ecosystem","https://scispace.com/paper/reference-architecture-of-the-eu-fct-trusted-research-data-nocv20ems3cs","2025","Journal Article","","La Mattina, Ernesto","10.5281/zenodo.15236739","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on data ecosystem architecture for research, without verifiable credentials, formal models, ontologies, or schema specifications.","&lt;p&gt;This green paper details the Reference Architecture of the EU FCT Trusted Research Data Ecosystem (RDE) developed by the LAGO project. It explains the architecture's key components, including participant onboarding procedures, metadata cataloguing, data request and sharing mechanisms, and the sandbox environment for research models. The paper emphasises the architecture's design principles (e.g., decentralisation, data sovereignty, security, and trust) and its aim to facilitate secure, ethical, and interoperable data exchange within the FCT research domain.&lt;/p&gt; "
"First Steps Toward a Verification and Validation Ontology.","https://scispace.com/paper/first-steps-toward-a-verification-and-validation-ontology-m05o7uubsscc","","","","Mounira Kezadri
Marc Pantel","10.5220/0003102904400444","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on V&V ontology for system modeling, not on verifiable credentials, formal VC models, schema languages, or integrated VC ecosystem design.","This paper presents the key elements of an ontology that formalizes part of the knowledge about behavioural modeling and the associated verification and validation technologies. It summarizes the objects, concepts, and other entities that are assumed to exist in this area of interest and the relationships that hold among them. We propose a classification of different modeling formalisms and a representation of possible verification and validation methods. A system is represented using several views conforming to different modeling languages. Its properties can be assessed with verification and validation technologies."
"Toward a standard formal semantic representation of the model card report","https://scispace.com/paper/toward-a-standard-formal-semantic-representation-of-the-3sj2exuo","2022","Journal Article","BMC Bioinformatics","Muhammad Amith
Licong Cui
Degui Zhi
Kathryn Roberts
Xiaoqian Jiang
Fang Li
Evan Yu
Cui Tao","10.1186/s12859-022-04797-6","https://scispace.com/pdf/toward-a-standard-formal-semantic-representation-of-the-3sj2exuo.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology for model card reports, unrelated to verifiable credentials, their formal models, schemas, or ecosystem integration.","Abstract Background Model card reports aim to provide informative and transparent description of machine learning models to stakeholders. This report document is of interest to the National Institutes of Health’s Bridge2AI initiative to address the FAIR challenges with artificial intelligence-based machine learning models for biomedical research. We present our early undertaking in developing an ontology for capturing the conceptual-level information embedded in model card reports. Results Sourcing from existing ontologies and developing the core framework, we generated the Model Card Report Ontology. Our development efforts yielded an OWL2-based artifact that represents and formalizes model card report information. The current release of this ontology utilizes standard concepts and properties from OBO Foundry ontologies. Also, the software reasoner indicated no logical inconsistencies with the ontology. With sample model cards of machine learning models for bioinformatics research (HIV social networks and adverse outcome prediction for stent implantation), we showed the coverage and usefulness of our model in transforming static model card reports to a computable format for machine-based processing. Conclusions The benefit of our work is that it utilizes expansive and standard terminologies and scientific rigor promoted by biomedical ontologists, as well as, generating an avenue to make model cards machine-readable using semantic web technology. Our future goal is to assess the veracity of our model and later expand the model to include additional concepts to address terminological gaps. We discuss tools and software that will utilize our ontology for potential application services. "
"An ontological metamodeling framework for semantic simulation model engineering","https://scispace.com/paper/an-ontological-metamodeling-framework-for-semantic-29es9va0x5","2020","Journal Article","Journal of Systems Engineering and Electronics","Lei Yong-lin
Zhu Zhi
Li Qun","10.23919/JSEE.2020.000032","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontological metamodels for simulation engineering, not on verifiable credentials, their formal models, schemas, or ecosystem integration.",""
"Formal model for ontology mapping creation","https://scispace.com/paper/formal-model-for-ontology-mapping-creation-2taiw5dvm2","2006","Book Chapter","International Semantic Web Conference","Adrian Mocan
Emilia Cimpian
Mick Kerrigan","10.1007/11926078_33","https://scispace.com/pdf/formal-model-for-ontology-mapping-creation-2taiw5dvm2.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ontology mapping methods, unrelated to verifiable‑credential models, ontologies, schema languages, or integrated VC ecosystem design.","In a semantic environment data is described by ontologies and heterogeneity problems have to be solved at the ontological level. This means that alignments between ontologies have to be created, most probably during design-time, and used in various run-time processes. Such alignments describe a set of mappings between the source and target ontologies, where the mappings show how instance data from one ontology can be expressed in terms of another ontology. We propose a formal model for mapping creation. Starting from this model we explore how such a model maps onto a design-time graphical tool that can be used in creating alignments between ontologies. We also investigate how such a model helps in expressing the mappings in a logical language, based on the semantic relationships identified using the graphical tool."
"Assessing Design Repository Search Effectiveness","https://scispace.com/paper/assessing-design-repository-search-effectiveness-35eisd42","2022","Journal Article","Systems","Danielle L. Herrington
Paul T. Beery
Kristin Giammarco","10.3390/systems10050178","https://scispace.com/pdf/assessing-design-repository-search-effectiveness-35eisd42.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on MBSE modeling languages and ontologies for system design, without addressing verifiable credentials, schemas, or ecosystem integration.","Reuse of design knowledge in systems engineering (SE) has been identified as a potential way to decrease design cycle times and development costs of engineering projects. Design repositories (DR) have been proposed and demonstrated as a way to store design knowledge in a reusable way. Yet little attention has been devoted specifically to the search methods used to identifying useful information within a DR, or how search method effectiveness can be measured or assessed. This paper demonstrates a method for assessing the effectiveness of search approaches within DR. The use of this method in assessing multiple search algorithms is demonstrated by example. The assessment method presented herein can also be used to identify the characteristics of repository data or intended reuse applications that affect the performance of search methods. These results can be used by engineers to inform selection of search methods based on anticipated future DR use cases."
"The Reilly EternaMark Metadata Language (REMML): A Cross-Verifiable Standard Linking DOI, Blockchain, and Hash Provenance","https://scispace.com/paper/the-reilly-eternamark-metadata-language-remml-a-cross-mqzxwoyxecmc","2025","Journal Article","","","10.5281/zenodo.17431202","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses JSON‑LD schema for cross‑verifiable metadata, but focuses on blockchain/DOI provenance, not VC formal models, ontologies, or integrated VC ecosystem design.","&lt;p&gt;The Reilly EternaMark Metadata Language (REMML) defines the metadata core of the Reilly EternaMark Protocol (REM), a dual-layer permanence framework linking blockchain timestamping, DOI archiving, and cryptographic hashing into one verifiable system of digital provenance.&lt;/p&gt; &lt;p&gt;REMML (Reilly EternaMark Metadata Language) v1.0 is a programming language where cryptographic permanence, provenance, and verification are first-class primitives. This specification defines the complete language including type system (permanent&lt;T&gt;, verifiable&lt;T&gt;, witnessed&lt;T&gt;), core operations (preserve(), timestamp(), verify(), attest()), standard library, AI-specific features, and formal semantics. Co-created by Lawrence John Reilly Jr and Claude AI, REMML enables AI systems to create permanently verifiable records across blockchain, DOI archives, and distributed systems. This is the first programming language specification designed for gatekeeper-free knowledge preservation&lt;/p&gt; &lt;p&gt;REMML introduces a cross-verifiable JSON-LD schema that unifies:&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Data Integrity: SHA-256 content hash verification.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Blockchain Proof: Timestamp and TXID on the Bitcoin network via OpenTimestamps.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Institutional Persistence: DOI registration within scholarly or institutional archives.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Designed for long-term verification and interoperability, REMML aligns with DataCite, W3C PROV, ISO OAIS, and IETF SCITT standards.&lt;/p&gt; &lt;p&gt;It includes schema definitions, manifest templates, verification algorithms, and governance policies for versioned, audit-ready digital records.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;By combining institutional DOI permanence with public blockchain immutability, REMML delivers tri-verified provenance &mdash; ensuring authenticity, authorship, and recoverability of any digital work.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;This publication is timestamped on the Bitcoin blockchain and DOI-archived via Zenodo, providing a permanent and tamper-evident proof of existence.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;Keywords: Blockchain, Metadata, DOI, Provenance, OpenTimestamps, SHA-256, JSON-LD, Digital Preservation, SCITT, OAIS, Compliance, Integrity, Dual-Layer Permanence&lt;/p&gt; &lt;p&gt;.&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; &lt;p&gt;&nbsp;&lt;/p&gt; "
"An Ontology for the Conceptualization of an Intelligent Environment and Its Operation","https://scispace.com/paper/an-ontology-for-the-conceptualization-of-an-intelligent-2rfolmxhpp","2011","Proceedings Article","Mexican International Conference on Artificial Intelligence","Driss Sadoun
Catherine Dubois
Yacine Ghamri-Doudane
Brigitte Grau","10.1109/MICAI.2011.32","https://scispace.com/pdf/an-ontology-for-the-conceptualization-of-an-intelligent-2rfolmxhpp.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on an OWL ontology for intelligent environments, not on verifiable credentials, schemas, or integrated VC ecosystem design.","Nowadays sensors and actuators are increasingly used in different spaces, creating intelligent environment. This article aims to describe a conceptualization of an intelligent environment and its operation, in order to check its consistency and its conformity. This conceptualization is done through an ontology representing the domain knowledge, whose elements will be instantiated from natural language texts describing the physical configuration of an intelligent environment and a scenario describing the operation desired by the user of the environment. We chose OWL to represent formally our environment augmented with SWRL rules to represent the dynamic aspect of the operation system and SQWRL to query our conceptual model. We show how consistency and conformity are checked thanks to this formalism."
"Verifying Non-friendly Formal Verification Designs: Can We Start
  Earlier?","https://scispace.com/paper/verifying-non-friendly-formal-verification-designs-can-we-x18ln7qdgvyq","2024","Journal Article","","Bryan Olmos
Daniel Gerl
Aman Kumar
Djones Lettnin","10.48550/arxiv.2410.18454","https://scispace.compdf/verifying-non-friendly-formal-verification-designs-can-we-x18ln7qdgvyq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on formal verification design metamodeling, not on verifiable‑credential models, ontologies, schema languages, or ecosystem integration.","The design of Systems on Chips (SoCs) is becoming more and more complex due to technological advancements. Missed bugs can cause drastic failures in safety-critical environments leading to the endangerment of lives. To overcome these drastic failures, formal property verification (FPV) has been applied in the industry. However, there exist multiple hardware designs where the results of FPV are not conclusive even for long runtimes of model-checking tools. For this reason, the use of High-level Equivalence Checking (HLEC) tools has been proposed in the last few years. However, the procedure for how to use it inside an industrial toolchain has not been defined. For this reason, we proposed an automated methodology based on metamodeling techniques which consist of two main steps. First, an untimed algorithmic description written in C++ is verified in an early stage using generated assertions; the advantage of this step is that the assertions at the software level run in seconds and we can start our analysis with conclusive results about our algorithm before starting to write the RTL (Register Transfer Level) design. Second, this algorithmic description is verified against its sequential design using HLEC and the respective metamodel parameters. The results show that the presented methodology can find bugs early related to the algorithmic description and prepare the setup for the HLEC verification. This helps to reduce the verification efforts to set up the tool and write the properties manually which is always error-prone. The proposed framework can help teams working on datapaths to verify and make decisions in an early stage of the verification flow. "
"Generating Executable Code from High-Level Social or Socio-Ecological Model Descriptions","https://scispace.com/paper/generating-executable-code-from-high-level-social-or-socio-t7t5ssem0t","2019","Book Chapter","System Analysis and Modeling","Themis Dimitra Xanthopoulou
Andreas Prinz
F. LeRon Shults","10.1007/978-3-030-30690-8_9","https://scispace.com/pdf/generating-executable-code-from-high-level-social-or-socio-t7t5ssem0t.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on code generation for social models; does not address verifiable credentials, related ontologies, schema languages, or ecosystem integration.","Agent-Based Modelling has been used for social simulation because of the several benefits it entails. Social models are often constructed by inter-disciplinary teams that include subject-matter experts with no programming skills. These experts are typically involved in the creation of the conceptual model, but not the verification or validation of the simulation model. The Overview, Design concepts, and Details (ODD) protocol has emerged as a way of presenting a model at a high level of abstraction and as an effort towards improving the reproducibility of Agent-Based Models (ABMs) but it is typically written after a model has been completed. This paper reverses the process and provides non-programming experts with a user-friendly and extensible tool called ODD2ABM for creating and altering models on their own. This is done by formalizing ODD using concepts abstracted from the NetLogo language, enabling users to generate NetLogo code from an ODD description automatically. We verified the ODD2ABM tool with three existing NetLogo models."
"Redefining Data-Centric Design: A New Approach with a Domain Model and Core Data Ontology for Computational Systems","https://scispace.com/paper/redefining-data-centric-design-a-new-approach-with-a-domain-65lz4nytmf24","2024","Journal Article","","William Johnson
James J. Davis
Tara Kelly","10.20944/preprints202409.0037.v1","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a generic data‑centric ontology and OWL implementation, without addressing verifiable credentials, related schemas, or ecosystem integration.","This paper presents an innovative data-centric paradigm for designing computational systems by introducing a new informatics domain model. The proposed model moves away from the conventional node-centric framework and focuses on data-centric categorization, using a multimodal approach that incorporates objects, events, concepts, and actions. By drawing on interdisciplinary research and establishing a foundational ontology based on these core elements, the model promotes semantic consistency and secure data handling across distributed ecosystems. We also explore the implementation of this model as an OWL 2 ontology, discuss its potential applications, and outline its scalability and future directions for research. This work aims to serve as a foundational guide for system designers and data architects in developing more secure, interoperable, and scalable data systems. "
